4,4,2,2,1.5,1.5
4,4,2,2,1.5,1.5
5.6,4,2,2,1.5,1.5
5.6,4,2,2,1.5,1.5
4,5.6,2,2,1.5,1.5
4,5.6,2,2,1.5,1.5
4,4,2.56,2,1.5,1.5
4,4,2.56,2,1.5,1.5
4,4,2,2.56,1.5,1.5
4,4,2,2.56,1.5,1.5
4,4,2,2,1.88,1.5
4,4,2,2,1.88,1.5
4,4,2,2,1.5,1.88
4,4,2,2,1.5,1.88
4.5333,2.4,2.1867,2.1867,1.6267,1.6267
4.5333,2.4,2.1867,2.1867,1.6267,1.6267
4.8,0.8,2.28,2.28,1.69,1.69
4.8,0.8,2.28,2.28,1.69,1.69
4.8,2.9333,2.28,2.28,1.69,1.1833
4.8,2.9333,2.28,2.28,1.69,1.1833
5.0667,2.5778,2.3733,1.6267,1.7533,1.4578
5.0667,2.5778,2.3733,1.6267,1.7533,1.4578
5.4222,2.1037,1.7511,2.0622,1.8378,1.4437
5.4222,2.1037,1.7511,2.0622,1.8378,1.4437
5.8963,1.4716,2.2281,2.083,1.9504,1.4249
5.8963,1.4716,2.2281,2.083,1.9504,1.4249
6.8444,0.20741,2.3422,2.1244,2.1756,1.3874
6.8444,0.20741,2.3422,2.1244,2.1756,1.3874
6.5284,0.62881,2.3042,2.1106,1.5938,1.3999
6.5284,0.62881,2.3042,2.1106,1.5938,1.3999
5.5095,2.8763,2.1014,2.0369,1.6263,1.4666
5.5095,2.8763,2.1014,2.0369,1.6263,1.4666
5.3284,0.62881,2.3042,2.1106,1.8788,1.3999
5.3284,0.62881,2.3042,2.1106,1.8788,1.3999
5.1535,2.1509,2.2434,2.1628,1.737,1.3264
5.1535,2.1509,2.2434,2.1628,1.737,1.3264
5.2941,1.9375,2.2793,1.8808,1.7673,1.4526
5.2941,1.9375,2.2793,1.8808,1.7673,1.4526
5.9363,0.3726,2.1389,2.013,1.8357,1.6107
5.9363,0.3726,2.1389,2.013,1.8357,1.6107
5.3492,1.7063,2.2173,2.1253,1.7617,1.3974
5.3492,1.7063,2.2173,2.1253,1.7617,1.3974
5.6432,0.28732,2.7866,2.1345,1.7096,1.4779
5.6432,0.28732,2.7866,2.1345,1.7096,1.4779
5.4775,1.6496,2.01,2.0803,1.8057,1.4523
5.4775,1.6496,2.01,2.0803,1.8057,1.4523
5.8325,0.35751,2.1687,2.3825,1.7928,1.4689
5.8325,0.35751,2.1687,2.3825,1.7928,1.4689
5.4287,1.5425,2.2516,2.0062,1.7737,1.4567
5.4287,1.5425,2.2516,2.0062,1.7737,1.4567
5.8039,0.53414,2.2421,2.0983,1.8025,1.5438
5.8039,0.53414,2.2421,2.0983,1.8025,1.5438
5.4629,1.4133,2.2235,2.1185,1.7719,1.434
5.4629,1.4133,2.2235,2.1185,1.7719,1.434
5.6707,0.51207,2.5206,2.156,1.7471,1.4829
5.6707,0.51207,2.5206,2.156,1.7471,1.4829
5.5258,1.3652,2.1376,2.0992,1.7911,1.4599
5.5258,1.3652,2.1376,2.0992,1.7911,1.4599
5.7519,0.56004,2.2409,2.2611,1.785,1.4796
5.7519,0.56004,2.2409,2.2611,1.785,1.4796
5.5095,1.2969,2.2489,2.0699,1.7765,1.4624
5.5095,1.2969,2.2489,2.0699,1.7765,1.4624
5.7333,0.65051,2.2776,2.1326,1.7883,1.5117
5.7333,0.65051,2.2776,2.1326,1.7883,1.5117
4.4027,1.4422,2.188,2.1478,2.0312,1.583
4.4027,1.4422,2.188,2.1478,2.0312,1.583
5.997,0.83216,2.2751,2.1199,1.7032,1.4457
5.997,0.83216,2.2751,2.1199,1.7032,1.4457
5.5841,0.61919,2.2519,2.2052,1.8241,1.515
5.5841,0.61919,2.2519,2.2052,1.8241,1.515
5.5872,0.3022,2.4014,2.2112,1.8205,1.5358
5.5872,0.3022,2.4014,2.2112,1.8205,1.5358
5.5411,1.0995,2.2036,2.1272,1.7984,1.4789
5.5411,1.0995,2.2036,2.1272,1.7984,1.4789
5.3157,1.1666,2.2368,2.1761,1.8266,1.4731
5.3157,1.1666,2.2368,2.1761,1.8266,1.4731
6.4209,1.1393,2.2199,1.994,1.9705,1.2225
6.4209,1.1393,2.2199,1.994,1.9705,1.2225
7.2313,1.3089,2.1899,1.851,2.1108,0.98878
7.2313,1.3089,2.1899,1.851,2.1108,0.98878
6.1859,1.55,2.2273,1.9507,1.932,1.2221
6.1859,1.55,2.2273,1.9507,1.932,1.2221
5.8359,1.5763,2.1881,1.9796,2.1292,1.2169
5.8359,1.5763,2.1881,1.9796,2.1292,1.2169
6.6906,1.3784,2.2103,1.858,2.1065,1.1041
6.6906,1.3784,2.2103,1.858,2.1065,1.1041
6.3748,1.0424,2.213,1.8761,2.0349,1.0453
6.3748,1.0424,2.213,1.8761,2.0349,1.0453
6.614,0.82773,2.2054,1.7726,2.0771,0.85547
6.614,0.82773,2.2054,1.7726,2.0771,0.85547
6.2279,0.72323,2.2065,1.9489,2.1016,1.1259
6.2279,0.72323,2.2065,1.9489,2.1016,1.1259
7.1016,1.0483,2.2313,1.713,2.3363,0.75144
7.1016,1.0483,2.2313,1.713,2.3363,0.75144
7.2287,0.39553,2.261,1.7718,2.0745,0.85827
7.2287,0.39553,2.261,1.7718,2.0745,0.85827
6.1841,1.2811,2.2064,1.9277,2.1155,1.1272
6.1841,1.2811,2.2064,1.9277,2.1155,1.1272
8.0215,1.5604,2.1124,1.5798,2.4038,0.58437
8.0215,1.5604,2.1124,1.5798,2.4038,0.58437
7.1029,0.87146,2.1736,1.7397,2.2751,0.707
7.1029,0.87146,2.1736,1.7397,2.2751,0.707
6.617,1.1689,2.1964,1.8476,2.1665,0.98137
6.617,1.1689,2.1964,1.8476,2.1665,0.98137
7.0894,1.1711,2.1887,1.809,2.1687,0.91152
7.0894,1.1711,2.1887,1.809,2.1687,0.91152
7.4354,0.89855,2.1762,1.6734,2.2877,0.66385
7.4354,0.89855,2.1762,1.6734,2.2877,0.66385
6.8216,1.1013,2.1914,1.804,2.1968,0.90199
6.8216,1.1013,2.1914,1.804,2.1968,0.90199
6.8738,0.87304,2.1848,1.7104,2.2948,0.73053
6.8738,0.87304,2.1848,1.7104,2.2948,0.73053
7.1589,0.86677,2.1799,1.6841,2.2995,0.6829
7.1589,0.86677,2.1799,1.6841,2.2995,0.6829
6.6867,0.8656,2.1939,1.8244,2.1914,0.92224
6.6867,0.8656,2.1939,1.8244,2.1914,0.92224
6.9161,0.93678,2.1876,1.7622,2.2362,0.82043
6.9161,0.93678,2.1876,1.7622,2.2362,0.82043
6.9049,0.92693,2.1918,1.7354,2.1924,0.78412
6.9049,0.92693,2.1918,1.7354,2.1924,0.78412
7.055,0.98064,2.1833,1.728,2.2683,0.76358
7.055,0.98064,2.1833,1.728,2.2683,0.76358
7.533,1.14,2.1633,1.6496,2.4335,0.62248
