4,4,2,2,1.5,1.5
4,4,2,2,1.5,1.5
5.6,4,2,2,1.5,1.5
5.6,4,2,2,1.5,1.5
4,5.6,2,2,1.5,1.5
4,5.6,2,2,1.5,1.5
4,4,2.56,2,1.5,1.5
4,4,2.56,2,1.5,1.5
4,4,2,2.56,1.5,1.5
4,4,2,2.56,1.5,1.5
4,4,2,2,1.88,1.5
4,4,2,2,1.88,1.5
4,4,2,2,1.5,1.88
4,4,2,2,1.5,1.88
4.5333,2.4,2.1867,2.1867,1.6267,1.6267
4.5333,2.4,2.1867,2.1867,1.6267,1.6267
4.8,0.8,2.28,2.28,1.69,1.69
4.8,0.8,2.28,2.28,1.69,1.69
4.8,2.9333,2.28,1.5333,1.69,1.69
4.8,2.9333,2.28,1.5333,1.69,1.69
5.0667,2.5778,2.3733,1.9378,1.7533,1.2467
5.0667,2.5778,2.3733,1.9378,1.7533,1.2467
5.4222,2.1037,1.7511,1.917,1.8378,1.5422
5.4222,2.1037,1.7511,1.917,1.8378,1.5422
5.8963,1.4716,2.2281,1.8894,1.9504,1.5563
5.8963,1.4716,2.2281,1.8894,1.9504,1.5563
6.8444,0.20741,2.3422,1.8341,2.1756,1.5844
6.8444,0.20741,2.3422,1.8341,2.1756,1.5844
6.5284,0.62881,2.3042,1.8525,1.5938,1.5751
6.5284,0.62881,2.3042,1.8525,1.5938,1.5751
5.5095,2.8763,2.1014,1.9508,1.6263,1.525
5.5095,2.8763,2.1014,1.9508,1.6263,1.525
5.3284,0.62881,2.3042,1.8525,1.8788,1.5751
5.3284,0.62881,2.3042,1.8525,1.8788,1.5751
5.1535,2.1509,2.2434,1.7441,1.737,1.6104
5.1535,2.1509,2.2434,1.7441,1.737,1.6104
5.8605,0.58601,2.1702,2.1656,1.831,1.4513
5.8605,0.58601,2.1702,2.1656,1.831,1.4513
5.353,1.8071,2.2732,1.9653,1.7752,1.4058
5.353,1.8071,2.2732,1.9653,1.7752,1.4058
5.525,1.5454,2.0056,1.959,1.8122,1.5422
5.525,1.5454,2.0056,1.959,1.8122,1.5422
4.4284,1.0335,2.6842,1.4725,2.1688,1.2851
4.4284,1.0335,2.6842,1.4725,2.1688,1.2851
6.2284,0.88799,1.9242,1.4725,2.1688,1.8651
6.2284,0.88799,1.9242,1.4725,2.1688,1.8651
5.3284,0.81023,3.0642,1.0925,2.4588,1.5751
5.3284,0.81023,3.0642,1.0925,2.4588,1.5751
6.1609,0.81872,1.5442,1.0925,2.4588,2.1551
6.1609,0.81872,1.5442,1.0925,2.4588,2.1551
7.1284,0.84084,1.5442,1.0925,2.3004,2.1551
7.1284,0.84084,1.5442,1.0925,2.3004,2.1551
6.2264,0.81025,1.1642,0.71251,2.5185,2.4451
6.2264,0.81025,1.1642,0.71251,2.5185,2.4451
6.6717,0.82476,1.1642,0.71251,2.6268,2.4451
6.6717,0.82476,1.1642,0.71251,2.6268,2.4451
7.0609,0.71716,1.1642,1.4725,2.6452,2.1673
7.0609,0.71716,1.1642,1.4725,2.6452,2.1673
7.0609,0.76948,1.1642,1.4725,2.7488,2.2395
7.0609,0.76948,1.1642,1.4725,2.7488,2.2395
7.0609,0.89043,1.9242,0.71251,2.7488,2.4451
7.0609,0.89043,1.9242,0.71251,2.7488,2.4451
7.0609,0.85906,1.9242,0.71251,2.7488,2.4451
7.0609,0.85906,1.9242,0.71251,2.7488,2.4451
7.0609,0.90101,1.9242,0.71251,2.3193,2.4451
7.0609,0.90101,1.9242,0.71251,2.3193,2.4451
7.0609,0.89477,1.1642,0.71251,2.3138,2.4451
7.0609,0.89477,1.1642,0.71251,2.3138,2.4451
7.0609,1.7187,1.1642,0.71251,2.7488,1.8651
7.0609,1.7187,1.1642,0.71251,2.7488,1.8651
6.9057,1.1357,1.1642,1.2499,2.7488,2.4451
6.9057,1.1357,1.1642,1.2499,2.7488,2.4451
6.9042,1.1002,1.1642,1.1399,2.7488,2.4451
6.9042,1.1002,1.1642,1.1399,2.7488,2.4451
6.8787,1.0252,1.1642,0.71251,2.7268,2.0026
6.8787,1.0252,1.1642,0.71251,2.7268,2.0026
5.2609,0.93635,1.1642,0.71251,2.5461,2.038
5.2609,0.93635,1.1642,0.71251,2.5461,2.038
7.3935,0.95735,0.7842,0.33251,2.5586,1.9712
7.3935,0.95735,0.7842,0.33251,2.5586,1.9712
4.3609,0.9522,0.7842,0.33251,2.6022,2.041
4.3609,0.9522,0.7842,0.33251,2.6022,2.041
8.2935,0.90416,0.4042,0,2.2758,1.7714
8.2935,0.90416,0.4042,0,2.2758,1.7714
3.4609,1.0861,0.4042,0.061185,2.8922,1.8053
3.4609,1.0861,0.4042,0.061185,2.8922,1.8053
3.4609,1.0159,0.4042,0.0081681,2.8922,1.871
3.4609,1.0159,0.4042,0.0081681,2.8922,1.871
4.3189,0.92115,0.4042,0,2.6974,2.1531
4.3189,0.92115,0.4042,0,2.6974,2.1531
4.3151,0.91617,0.4042,0.044531,2.6757,2.1422
4.3151,0.91617,0.4042,0.044531,2.6757,2.1422
4.322,0.89873,0.024198,0,2.8605,2.2457
4.322,0.89873,0.024198,0,2.8605,2.2457
4.3262,0.91543,0.024198,0,2.8729,2.2358
4.3262,0.91543,0.024198,0,2.8729,2.2358
4.3546,0.93427,0.024198,0,2.4074,2.0932
4.3546,0.93427,0.024198,0,2.4074,2.0932
4.3513,0.90759,0.7842,0,2.4074,2.101
4.3513,0.90759,0.7842,0,2.4074,2.101
4.251,0.99777,0.7842,0,2.7311,2.3654
4.251,0.99777,0.7842,0,2.7311,2.3654
4.3199,0.87843,0.7842,0,2.8223,2.2344
4.3199,0.87843,0.7842,0,2.8223,2.2344
4.3638,0.83892,0.7842,0,2.8538,2.1147
4.3638,0.83892,0.7842,0,2.8538,2.1147
4.3632,0.89159,0.6117,0,2.7267,2.1476
4.3632,0.89159,0.6117,0,2.7267,2.1476
4.3964,0.89883,0.64733,0,2.8053,1.9727
4.3964,0.89883,0.64733,0,2.8053,1.9727
4.3355,0.9491,0.51221,0,2.9,2.0569
4.3355,0.9491,0.51221,0,2.9,2.0569
4.3363,0.94101,0.51133,0,2.9,2.0489
4.3363,0.94101,0.51133,0,2.9,2.0489
4.4109,0.81985,0.53626,0,2.7924,1.8539
4.4109,0.81985,0.53626,0,2.7924,1.8539
4.4276,0.80771,0.55326,0,2.7753,1.8499
4.4276,0.80771,0.55326,0,2.7753,1.8499
4.3468,0.87863,1.0273,0,2.7176,2.0457
4.3468,0.87863,1.0273,0,2.7176,2.0457
4.3893,0.77765,0.70911,0,2.74,1.9428
4.3893,0.77765,0.70911,0,2.74,1.9428
4.4048,0.76328,0.44472,0,2.792,1.8882
4.4048,0.76328,0.44472,0,2.792,1.8882
4.42,0.79818,0.42649,0,2.8008,1.8328
4.42,0.79818,0.42649,0,2.8008,1.8328
